asset_type	slug	category	cta_excerpt
guide	best-vending-machines-for-industrial-facilities	vending-for-warehouses	Get the industrial equipment guide — Want the industrial vending equipment selection framework — heavy-duty specifications, site survey checklist, and service contract structure?
toolkit	breakroom-refreshment-solutions	office-vending-services	Get the breakroom toolkit — Want the layered breakroom refreshment program toolkit (employee survey template, RFP framework, planogram design, ESG checklist, quarterly review template)?
toolkit	managing-vending-contracts-agencies	vending-for-public-buildings	Get the agency toolkit — Want the agency contract-management toolkit (quarterly agenda, commission reconciliation template, healthy-vending audit checklist)?
toolkit	vending-government-employee-wellness	vending-for-public-buildings	Get the wellness vending toolkit — Want the federal wellness vending implementation toolkit (planogram template, subsidy structure, outcome measurement framework)?
toolkit	customer-satisfaction-vending-management	vending-management-companies	Get the satisfaction toolkit — Want the customer satisfaction measurement toolkit (NPS survey, SLA tracker, end-user feedback templates)?
toolkit	vending-management-post-implementation	vending-management-companies	Get the governance toolkit — Want the post-implementation governance toolkit (QBR template, SLA tracker, annual review checklist)?
worksheet	high-capacity-coffee-makers-for-large-offices	blog-category	Get the large-office coffee framework — Want the high-capacity office coffee framework (cup-volume sizing worksheet, multi-machine specification template, service contract matrix, OCS RFP template)?
worksheet	gym-vending-profit	vending-for-gyms	Get the economics worksheet — Want the gym vending economics worksheet — revenue scenarios, commission tiers, and self-vs-operator comparison?
worksheet	gym-vending-roi-calculator	vending-for-gyms	Get the ROI worksheet — Want the gym vending ROI worksheet (format benchmarks, commission tier negotiation, ancillary value calculation)?
worksheet	stocking-gym-vending-machines	vending-for-gyms	Get the planogram worksheet — Want the gym vending planogram worksheet — category share, top SKUs, and rotation cadence?
pdf	what-are-the-dimensions-of-a-vending-machine		Get the site-survey PDF — Want a free site-survey checklist (PDF) you can hand to your facilities team before the install?
pdf	how-are-vending-machines-installed	vending-faq	Get the site survey PDF — Want the 28-point pre-install site survey checklist (PDF) you can hand to facilities before the operator arrives?
matrix	ai-vending-data-analytics-product-trends	ai-vending-coolers	Get the analytics framework — Want the AI vending data analytics framework (capability matrix + analytics platform + planogram + customer cohort)?
matrix	best-ai-vending-companies-2025	ai-vending-coolers	Get the AI vending selection framework — Want the AI vending company selection framework (category matrix + capability rubric + reference checks)?
matrix	how-to-choose-office-coffee-service	blog-category	Get the OCS framework — Want the office coffee service framework (RFP + capability matrix + service model + bean tier + maintenance SLA)?
matrix	office-coffee-vendors-near-me	blog-category	Get the vendor selection framework — Want the office coffee vendor selection framework (category matrix + capability rubric + service radius + SLA)?
matrix	vending-machine-financing-options	vending-business-startup	Get the financing framework — Want the vending financing decision framework (cash vs equipment financing vs SBA vs lease + credit-tier APR matrix + total cost of capital calculator)?
matrix	vending-services-for-apartment-buildings	vending-for-apartments	Get the apartment vending framework — Want the apartment building vending placement framework (program tier + zone matrix + operator capability)?
matrix	benefits-of-vending-in-entertainment-venues	vending-for-entertainment-venues	Get the benefit framework — Want the entertainment venue vending benefit framework (benefit-stack measurement, operator capability matrix, sponsor activation template)?
matrix	best-selling-entertainment-venue-vending-products	vending-for-entertainment-venues	Get the planogram framework — Want the entertainment venue planogram framework (zone-specific SKU catalog, event overlay matrix, seasonal shift protocol, category review cadence)?
matrix	bowling-alley-vending-services	vending-for-entertainment-venues	Get the bowling alley framework — Want the bowling alley vending framework (venue-type format matrix, equipment spec, league-bowler SKU catalog)?
matrix	concert-venue-vending-options	vending-for-entertainment-venues	Get the concert venue framework — Want the concert venue vending framework (format-by-venue-type matrix, equipment spec, operator capability vetting checklist)?
matrix	gym-vending-security	vending-for-gyms	Get the gym framework — Want the gym vending security framework (facility-type capability matrix, member-access integration checklist, environmental positioning guide)?
matrix	public-building-vending-logistics	vending-for-public-buildings	Get the credential matrix — Want the credential matrix template (per-tech, per-building, expiration tracking) operators use for government-account fleets?
matrix	placement-of-vending-in-retail-centers	vending-for-retail-locations	Get the placement framework — Want the retail-center placement framework (zone matrix + equipment match + foot-traffic study + master service agreement)?
matrix	revenue-opportunities-retail-vending	vending-for-retail-locations	Get the retail revenue framework — Want the retail vending revenue framework (7-layer stack + capability matrix + sample monthly statement)?
matrix	national-vs-local-vending-companies	vending-management-companies	Get the operator selection framework — Want the national vs local operator selection framework (RFP criteria + capability matrix + scoring rubric)?
matrix	iot-integration-in-vending	vending-technology	Get the IoT integration framework — Want the IoT integration framework (five layers + capability matrix + ERP + host integration + QBR)?
